fixture_date,season,division,home_team,away_team,home_score,away_score
2012-02-13,11,1,Moulsecoomb Club A,Castle Snooker Club H,5,0
2012-02-13,11,1,St. Matthias B,National Association of Railway Clubs A,1,4
2012-02-20,11,1,Castle Snooker Club B,St. Matthias B,4,1
2012-02-20,11,1,St. Matthias A,Castle Snooker Club A,2,3
2012-02-27,11,1,National Association of Railway Clubs A,Shoreham Snooker Club,1,4
2012-02-27,11,1,St. Matthias B,St. Matthias A,2,3
2012-03-05,11,1,Castle Snooker Club A,National Association of Railway Clubs A,1,4
2012-03-05,11,1,Moulsecoomb Club A,St. Matthias B,3,2
2012-03-05,11,1,St. Matthias A,Castle Snooker Club H,2,3
2012-03-12,11,1,Moulsecoomb Club A,St. Matthias A,4,1
2012-03-12,11,1,St. Matthias B,Shoreham Snooker Club,0,5
2012-03-19,11,1,Castle Snooker Club A,St. Matthias B,3,2
2012-03-19,11,1,Castle Snooker Club H,Castle Snooker Club B,2,3
2012-03-19,11,1,Shoreham Snooker Club,Moulsecoomb Club A,2,3
2012-03-19,11,1,St. Matthias A,National Association of Railway Clubs A,5,0
2012-03-26,11,1,Castle Snooker Club B,National Association of Railway Clubs A,3,2
2012-03-26,11,1,Shoreham Snooker Club,St. Matthias A,3,2
2012-03-26,11,1,St. Matthias B,Castle Snooker Club H,3,2
2012-04-02,11,1,National Association of Railway Clubs A,St. Matthias B,1,4
2012-04-02,11,1,St. Matthias A,Castle Snooker Club B,3,2
2012-04-16,11,1,Castle Snooker Club A,St. Matthias A,5,0
2012-04-16,11,1,Moulsecoomb Club A,National Association of Railway Clubs A,2,3
2012-04-16,11,1,Shoreham Snooker Club,Castle Snooker Club H,2,3
2012-04-16,11,1,St. Matthias B,Castle Snooker Club B,2,3
2011-09-05,11,2,Castle Snooker Club C,Champion House B,1,4
2011-09-05,11,2,Preston Club A,Brighton & Hove Golf Club,2,3
2011-09-05,11,2,St. Matthias C,Annunciation Club A,4,1
2011-09-12,11,2,Annunciation Club A,Castle Snooker Club C,3,2
2011-09-12,11,2,Brighton & Hove Golf Club,Champion House A,2,3
2011-09-12,11,2,Champion House B,Preston Club A,3,2
2011-09-19,11,2,Preston Club A,Annunciation Club A,4,1
2011-09-26,11,2,Annunciation Club A,Champion House A,3,2
2011-10-03,11,2,Brighton & Hove Golf Club,Champion House B,3,2
2011-10-03,11,2,St. Matthias C,Preston Club A,4,1
2011-10-10,11,2,Annunciation Club A,Brighton & Hove Golf Club,2,3
2011-10-10,11,2,Champion House B,St. Matthias C,2,3
2011-10-24,11,2,Annunciation Club A,St. Matthias C,3,2
2011-10-24,11,2,Brighton & Hove Golf Club,Preston Club A,2,3
2011-10-31,11,2,Castle Snooker Club C,Annunciation Club A,4,1
2011-10-31,11,2,Champion House A,Brighton & Hove Golf Club,2,3
2011-10-31,11,2,Preston Club A,Champion House B,2,3
2011-11-07,11,2,Annunciation Club A,Preston Club A,2,3
2011-11-07,11,2,Champion House B,Champion House A,3,2
2011-11-14,11,2,Champion House A,Annunciation Club A,3,2
2011-11-21,11,2,Castle Snooker Club C,Champion House A,3,2
2011-11-21,11,2,Preston Club A,St. Matthias C,3,2
2011-12-05,11,2,Brighton & Hove Golf Club,Annunciation Club A,3,2
2011-12-05,11,2,Champion House A,Preston Club A,3,2
2011-12-12,11,2,Annunciation Club A,Champion House B,2,3
2011-12-12,11,2,Champion House A,St. Matthias C,0,5
2012-01-09,11,2,Preston Club A,Brighton & Hove Golf Club,1,4
2012-01-09,11,2,St. Matthias C,Annunciation Club A,4,1
2012-01-16,11,2,Annunciation Club A,Castle Snooker Club C,1,4
2012-01-23,11,2,Champion House A,Champion House B,2,3
2012-01-23,11,2,Preston Club A,Annunciation Club A,2,3
2012-01-30,11,2,Annunciation Club A,Champion House A,2,3
2012-02-06,11,2,Brighton & Hove Golf Club,Champion House B,NA,NA
2012-02-13,11,2,Annunciation Club A,Brighton & Hove Golf Club,2,3
2012-02-20,11,2,Brighton & Hove Golf Club,Castle Snooker Club C,0,5
2012-02-20,11,2,Champion House B,Annunciation Club A,2,3
2012-02-20,11,2,St. Matthias C,Champion House A,3,2
2012-02-27,11,2,Annunciation Club A,St. Matthias C,2,3
2012-03-05,11,2,Castle Snooker Club C,Annunciation Club A,4,1
2012-03-05,11,2,Champion House A,Brighton & Hove Golf Club,4,1
2012-03-12,11,2,Champion House B,Champion House A,3,2
2012-03-19,11,2,Champion House A,Annunciation Club A,4,1
2012-03-19,11,2,St. Matthias C,Brighton & Hove Golf Club,3,2
2012-03-26,11,2,Champion House B,Brighton & Hove Golf Club,NA,NA
2012-03-26,11,2,Preston Club A,St. Matthias C,NA,NA
2012-04-02,11,2,Champion House A,Preston Club A,1,4
2012-04-16,11,2,Annunciation Club A,Champion House B,3,2
2012-04-16,11,2,Castle Snooker Club C,Brighton & Hove Golf Club,3,2
2012-04-16,11,2,Champion House A,St. Matthias C,3,2
2011-09-05,11,3,Annunciation Club B,Castle Snooker Club E,3,2
2011-09-05,11,3,Southwick Sports B,Hove Deep Sea Anglers A,NA,NA
2011-09-12,11,3,Castle Snooker Club E,Southwick Sports B,5,0
2011-09-12,11,3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,0,5
2011-09-19,11,3,Annunciation Club B,Southwick Sports B,5,0
2011-09-19,11,3,Champion House C,Hove Deep Sea Anglers A,2,3
2011-09-19,11,3,Goldstone Ex-Services Club A,Castle Snooker Club E,2,3
2011-09-26,11,3,Castle Snooker Club E,Champion House C,3,2
2011-09-26,11,3,Southwick Sports B,Goldstone Ex-Services Club A,1,4
2011-10-03,11,3,Annunciation Club B,Goldstone Ex-Services Club A,3,2
2011-10-03,11,3,Moulsecoomb Club B,Castle Snooker Club E,4,1
2011-10-10,11,3,Hove Deep Sea Anglers A,Annunciation Club B,4,1
2011-10-17,11,3,Annunciation Club B,Champion House C,3,2
2011-10-17,11,3,Hove Deep Sea Anglers A,Castle Snooker Club E,1,4
2011-10-17,11,3,Moulsecoomb Club B,Goldstone Ex-Services Club A,2,3
2011-10-31,11,3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,3,2
2011-10-31,11,3,Southwick Sports B,Castle Snooker Club E,2,3
2011-11-07,11,3,Castle Snooker Club E,Goldstone Ex-Services Club A,4,1
2011-11-07,11,3,Hove Deep Sea Anglers A,Champion House C,2,3
2011-11-14,11,3,Goldstone Ex-Services Club A,Southwick Sports B,4,1
2011-11-21,11,3,Castle Snooker Club E,Moulsecoomb Club B,5,0
2011-11-21,11,3,Goldstone Ex-Services Club A,Annunciation Club B,2,3
2011-11-21,11,3,Southwick Sports B,Champion House C,4,1
2011-12-12,11,3,Castle Snooker Club E,Hove Deep Sea Anglers A,3,2
2012-01-16,11,3,Castle Snooker Club E,Southwick Sports B,2,3
2012-01-16,11,3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,3,2
2012-01-23,11,3,Champion House C,Hove Deep Sea Anglers A,2,3
2012-01-23,11,3,Goldstone Ex-Services Club A,Castle Snooker Club E,1,4
2012-01-30,11,3,Castle Snooker Club E,Champion House C,3,2
2012-02-06,11,3,Moulsecoomb Club B,Castle Snooker Club E,4,1
2012-02-13,11,3,Goldstone Ex-Services Club A,Champion House C,2,3
2012-02-13,11,3,Hove Deep Sea Anglers A,Annunciation Club B,2,3
2012-02-20,11,3,Hove Deep Sea Anglers A,Castle Snooker Club E,5,0
2012-02-27,11,3,Castle Snooker Club E,Annunciation Club B,2,3
2012-02-27,11,3,Moulsecoomb Club B,Champion House C,1,4
2012-03-05,11,3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,3,2
2012-03-05,11,3,Southwick Sports B,Castle Snooker Club E,2,3
2012-03-12,11,3,Castle Snooker Club E,Goldstone Ex-Services Club A,5,0
2012-03-12,11,3,Hove Deep Sea Anglers A,Champion House C,4,1
2012-03-19,11,3,Champion House C,Castle Snooker Club E,3,2
2012-03-19,11,3,Goldstone Ex-Services Club A,Southwick Sports B,2,3
2012-03-26,11,3,Castle Snooker Club E,Moulsecoomb Club B,4,1
2012-04-02,11,3,Annunciation Club B,Hove Deep Sea Anglers A,2,3
2012-04-02,11,3,Champion House C,Goldstone Ex-Services Club A,2,3
2012-04-16,11,3,Castle Snooker Club E,Hove Deep Sea Anglers A,3,2
2012-04-16,11,3,Goldstone Ex-Services Club A,Moulsecoomb Club B,2,3
2011-09-05,11,4,Castle Snooker Club D,Southwick Sports C,3,2
2011-09-05,11,4,Moulsecoomb Club C,Rileys,2,3
2011-09-05,11,4,National Association of Railway Clubs C,National Association of Railway Clubs B,1,4
2011-09-12,11,4,National Association of Railway Clubs B,Castle Snooker Club D,2,3
2011-09-12,11,4,Rileys,National Association of Railway Clubs C,3,2
2011-09-19,11,4,Castle Snooker Club D,Rileys,1,4
2011-09-19,11,4,National Association of Railway Clubs C,St. Matthias D,2,3
2011-09-26,11,4,Moulsecoomb Club C,National Association of Railway Clubs C,0,5
2011-09-26,11,4,Rileys,Southwick Sports C,2,3
2011-09-26,11,4,St. Matthias D,Castle Snooker Club D,2,3
2011-10-03,11,4,Castle Snooker Club D,Moulsecoomb Club C,NA,NA
2011-10-03,11,4,National Association of Railway Clubs B,Rileys,1,4
2011-10-03,11,4,Southwick Sports C,St. Matthias D,2,3
2011-10-10,11,4,National Association of Railway Clubs C,Castle Snooker Club D,2,3
2011-10-17,11,4,Rileys,St. Matthias D,3,2
2011-10-17,11,4,Southwick Sports C,National Association of Railway Clubs C,2,3
2011-10-24,11,4,National Association of Railway Clubs B,National Association of Railway Clubs C,1,4
2011-10-24,11,4,Rileys,Moulsecoomb Club C,5,0
2011-10-24,11,4,Southwick Sports C,Castle Snooker Club D,2,3
2011-10-31,11,4,Castle Snooker Club D,National Association of Railway Clubs B,2,3
2011-10-31,11,4,National Association of Railway Clubs C,Rileys,2,3
2011-11-07,11,4,Rileys,Castle Snooker Club D,3,2
2011-11-07,11,4,St. Matthias D,National Association of Railway Clubs C,1,4
2011-11-14,11,4,Castle Snooker Club D,St. Matthias D,4,1
2011-11-14,11,4,National Association of Railway Clubs C,Moulsecoomb Club C,2,3
2011-11-14,11,4,Southwick Sports C,Rileys,2,3
2011-11-21,11,4,Moulsecoomb Club C,Castle Snooker Club D,5,0
2011-11-21,11,4,Rileys,National Association of Railway Clubs B,5,0
2011-12-05,11,4,Castle Snooker Club D,National Association of Railway Clubs C,2,3
2011-12-12,11,4,National Association of Railway Clubs C,Southwick Sports C,2,3
2011-12-12,11,4,St. Matthias D,Rileys,3,2
2012-01-09,11,4,Castle Snooker Club D,Southwick Sports C,3,2
2012-01-09,11,4,Moulsecoomb Club C,Rileys,3,2
2012-01-09,11,4,National Association of Railway Clubs C,National Association of Railway Clubs B,3,2
2012-01-16,11,4,National Association of Railway Clubs B,Castle Snooker Club D,1,4
2012-01-16,11,4,Rileys,National Association of Railway Clubs C,3,2
2012-01-23,11,4,Castle Snooker Club D,Rileys,3,2
2012-01-23,11,4,National Association of Railway Clubs C,St. Matthias D,4,1
2012-01-30,11,4,Moulsecoomb Club C,National Association of Railway Clubs C,2,3
2012-01-30,11,4,Rileys,Southwick Sports C,4,1
2012-01-30,11,4,St. Matthias D,Castle Snooker Club D,2,3
2012-02-06,11,4,Castle Snooker Club D,Moulsecoomb Club C,2,3
2012-02-06,11,4,National Association of Railway Clubs B,Rileys,2,3
2012-02-06,11,4,Southwick Sports C,St. Matthias D,4,1
2012-02-13,11,4,National Association of Railway Clubs C,Castle Snooker Club D,3,2
2012-02-20,11,4,Rileys,St. Matthias D,3,2
2012-02-20,11,4,Southwick Sports C,National Association of Railway Clubs C,4,1
2012-02-27,11,4,National Association of Railway Clubs B,National Association of Railway Clubs C,3,2
2012-02-27,11,4,Rileys,Moulsecoomb Club C,2,3
2012-02-27,11,4,Southwick Sports C,Castle Snooker Club D,3,2
2012-03-05,11,4,Castle Snooker Club D,National Association of Railway Clubs B,4,1
2012-03-05,11,4,National Association of Railway Clubs C,Rileys,3,2
2012-03-12,11,4,National Association of Railway Clubs B,Southwick Sports C,1,4
2012-03-12,11,4,Rileys,Castle Snooker Club D,1,4
2012-03-12,11,4,St. Matthias D,National Association of Railway Clubs C,2,3
2012-03-19,11,4,Castle Snooker Club D,St. Matthias D,3,2
2012-03-19,11,4,National Association of Railway Clubs C,Moulsecoomb Club C,2,3
2012-03-19,11,4,Southwick Sports C,Rileys,3,2
2012-03-26,11,4,Moulsecoomb Club C,Castle Snooker Club D,3,2
2012-03-26,11,4,Rileys,National Association of Railway Clubs B,1,4
2012-03-26,11,4,St. Matthias D,Southwick Sports C,3,2
2012-04-02,11,4,Castle Snooker Club D,National Association of Railway Clubs C,2,3
2012-04-02,11,4,National Association of Railway Clubs B,St. Matthias D,2,3
2012-04-16,11,4,National Association of Railway Clubs C,Southwick Sports C,5,0
2012-04-16,11,4,St. Matthias D,Rileys,2,3
2011-09-05,11,5,Brighton Trades Labour Club A,Portslade Royal British Legion,3,2
2011-09-05,11,5,Hove Deep Sea Anglers B,Moulsecoomb Club D,3,2
2011-09-12,11,5,Goldstone Ex-Services Club B,Hove Deep Sea Anglers B,3,2
2011-09-12,11,5,Moulsecoomb Club D,Brighton Trades Labour Club A,3,2
2011-09-12,11,5,Shoreham Royal British Legion B,Castle Snooker Club F,3,2
2011-09-19,11,5,Castle Snooker Club F,Portslade Royal British Legion,3,2
2011-09-19,11,5,Moulsecoomb Club D,Goldstone Ex-Services Club B,3,2
2011-09-26,11,5,Portslade Royal British Legion,Hove Deep Sea Anglers B,4,1
2011-09-26,11,5,Portslade Sports Centre A,Castle Snooker Club F,4,1
2011-09-26,11,5,Shoreham Royal British Legion B,Moulsecoomb Club D,2,3
2011-10-03,11,5,Hove Deep Sea Anglers B,Portslade Sports Centre A,0,5
2011-10-03,11,5,Moulsecoomb Club D,Portslade Royal British Legion,3,2
2011-10-10,11,5,Castle Snooker Club F,Hove Deep Sea Anglers B,3,2
2011-10-10,11,5,Portslade Royal British Legion,Goldstone Ex-Services Club B,3,2
2011-10-10,11,5,Portslade Sports Centre A,Moulsecoomb Club D,4,1
2011-10-17,11,5,Moulsecoomb Club D,Castle Snooker Club F,1,4
2011-10-17,11,5,Shoreham Royal British Legion B,Portslade Royal British Legion,1,4
2011-10-24,11,5,Goldstone Ex-Services Club B,Castle Snooker Club F,3,2
2011-10-24,11,5,Moulsecoomb Club D,Hove Deep Sea Anglers B,4,1
2011-10-31,11,5,Brighton Trades Labour Club A,Moulsecoomb Club D,3,2
2011-11-07,11,5,Goldstone Ex-Services Club B,Moulsecoomb Club D,5,0
2011-11-14,11,5,Hove Deep Sea Anglers B,Portslade Royal British Legion,4,1
2011-11-14,11,5,Moulsecoomb Club D,Shoreham Royal British Legion B,2,3
2011-11-21,11,5,Portslade Royal British Legion,Moulsecoomb Club D,2,3
2011-11-21,11,5,Shoreham Royal British Legion B,Goldstone Ex-Services Club B,3,2
2011-12-05,11,5,Goldstone Ex-Services Club B,Portslade Royal British Legion,4,1
2011-12-05,11,5,Hove Deep Sea Anglers B,Castle Snooker Club F,2,3
2011-12-05,11,5,Moulsecoomb Club D,Portslade Sports Centre A,1,4
2011-12-12,11,5,Portslade Royal British Legion,Shoreham Royal British Legion B,2,3
2012-01-09,11,5,Brighton Trades Labour Club A,Portslade Royal British Legion,2,3
2012-01-09,11,5,Castle Snooker Club F,Goldstone Ex-Services Club B,2,2
2012-01-09,11,5,Hove Deep Sea Anglers B,Moulsecoomb Club D,4,1
2012-01-16,11,5,Goldstone Ex-Services Club B,Hove Deep Sea Anglers B,2,3
2012-01-16,11,5,Portslade Royal British Legion,Portslade Sports Centre A,1,4
2012-01-23,11,5,Castle Snooker Club F,Portslade Royal British Legion,3,2
2012-01-23,11,5,Hove Deep Sea Anglers B,Shoreham Royal British Legion B,2,3
2012-01-23,11,5,Moulsecoomb Club D,Goldstone Ex-Services Club B,2,3
2012-01-30,11,5,Goldstone Ex-Services Club B,Brighton Trades Labour Club A,4,1
2012-01-30,11,5,Portslade Royal British Legion,Hove Deep Sea Anglers B,1,4
2012-01-30,11,5,Portslade Sports Centre A,Castle Snooker Club F,4,1
2012-02-06,11,5,Moulsecoomb Club D,Portslade Royal British Legion,2,3
2012-02-13,11,5,Castle Snooker Club F,Hove Deep Sea Anglers B,3,2
2012-02-13,11,5,Portslade Royal British Legion,Goldstone Ex-Services Club B,2,3
2012-02-13,11,5,Portslade Sports Centre A,Moulsecoomb Club D,3,2
2012-02-20,11,5,Shoreham Royal British Legion B,Portslade Royal British Legion,4,1
2012-02-27,11,5,Goldstone Ex-Services Club B,Castle Snooker Club F,2,3
2012-02-27,11,5,Moulsecoomb Club D,Hove Deep Sea Anglers B,2,3
2012-03-05,11,5,Brighton Trades Labour Club A,Moulsecoomb Club D,3,2
2012-03-05,11,5,Castle Snooker Club F,Shoreham Royal British Legion B,2,3
2012-03-05,11,5,Hove Deep Sea Anglers B,Goldstone Ex-Services Club B,4,1
2012-03-05,11,5,Portslade Sports Centre A,Portslade Royal British Legion,3,2
2012-03-12,11,5,Goldstone Ex-Services Club B,Moulsecoomb Club D,1,4
2012-03-19,11,5,Castle Snooker Club F,Portslade Sports Centre A,1,4
2012-03-19,11,5,Hove Deep Sea Anglers B,Portslade Royal British Legion,2,3
2012-03-19,11,5,Moulsecoomb Club D,Shoreham Royal British Legion B,4,1
2012-03-26,11,5,Castle Snooker Club F,Brighton Trades Labour Club A,1,4
2012-03-26,11,5,Portslade Royal British Legion,Moulsecoomb Club D,4,1
2012-04-02,11,5,Brighton Trades Labour Club A,Shoreham Royal British Legion B,5,0
2012-04-02,11,5,Goldstone Ex-Services Club B,Portslade Royal British Legion,4,1
2012-04-02,11,5,Moulsecoomb Club D,Portslade Sports Centre A,1,4
2012-04-16,11,5,Castle Snooker Club F,Moulsecoomb Club D,3,2
2012-04-16,11,5,Portslade Sports Centre A,Goldstone Ex-Services Club B,2,3
2011-09-05,11,6,Brighton Ex-Services Club,Champion House D,2,3
2011-09-05,11,6,Castle Snooker Club G,Preston Club B,4,1
2011-09-05,11,6,Castle Snooker Club J,Brighton Trades Labour Club B,2,3
2011-09-12,11,6,Champion House D,Castle Snooker Club G,3,2
2011-09-19,11,6,Shoreham Royal British Legion A,Champion House D,1,4
2011-09-26,11,6,Champion House D,Portslade Sports Centre B,3,2
2011-10-03,11,6,Castle Snooker Club J,Castle Snooker Club G,NA,NA
2011-10-03,11,6,Portslade Sports Centre B,Brighton Trades Labour Club B,2,3
2011-10-03,11,6,Preston Club B,Champion House D,1,4
2011-10-10,11,6,Brighton Trades Labour Club B,Preston Club B,1,4
2011-10-10,11,6,Champion House D,Castle Snooker Club J,3,2
2011-10-17,11,6,Champion House D,Brighton Trades Labour Club B,5,0
2011-10-17,11,6,Portslade Sports Centre B,Castle Snooker Club G,2,3
2011-10-24,11,6,Champion House D,Brighton Ex-Services Club,2,3
2011-10-31,11,6,Castle Snooker Club G,Champion House D,4,1
2011-11-07,11,6,Champion House D,Shoreham Royal British Legion A,3,2
2011-11-07,11,6,Preston Club B,Portslade Sports Centre B,3,2
2011-11-14,11,6,Castle Snooker Club G,Brighton Ex-Services Club,3,2
2011-11-14,11,6,Castle Snooker Club J,Preston Club B,3,2
2011-11-14,11,6,Portslade Sports Centre B,Champion House D,2,3
2011-11-21,11,6,Castle Snooker Club G,Castle Snooker Club J,2,3
2011-11-21,11,6,Champion House D,Preston Club B,5,0
2011-12-05,11,6,Castle Snooker Club J,Champion House D,1,4
2011-12-05,11,6,Preston Club B,Brighton Trades Labour Club B,2,3
2011-12-12,11,6,Brighton Trades Labour Club B,Champion House D,4,1
2011-12-12,11,6,Castle Snooker Club G,Portslade Sports Centre B,2,3
2012-01-09,11,6,Brighton Ex-Services Club,Champion House D,2,3
2012-01-09,11,6,Castle Snooker Club G,Preston Club B,3,2
2012-01-16,11,6,Champion House D,Castle Snooker Club G,2,3
2012-01-16,11,6,Portslade Sports Centre B,Castle Snooker Club J,2,3
2012-01-23,11,6,Shoreham Royal British Legion A,Champion House D,0,5
2012-01-30,11,6,Champion House D,Portslade Sports Centre B,2,3
2012-01-30,11,6,Preston Club B,Castle Snooker Club J,3,2
2012-02-06,11,6,Castle Snooker Club J,Castle Snooker Club G,4,1
2012-02-06,11,6,Preston Club B,Champion House D,2,3
2012-02-13,11,6,Brighton Trades Labour Club B,Preston Club B,3,2
2012-02-13,11,6,Champion House D,Castle Snooker Club J,4,1
2012-02-20,11,6,Castle Snooker Club J,Shoreham Royal British Legion A,3,2
2012-02-20,11,6,Champion House D,Brighton Trades Labour Club B,3,2
2012-02-20,11,6,Preston Club B,Brighton Ex-Services Club,3,2
2012-02-27,11,6,Champion House D,Brighton Ex-Services Club,2,3
2012-02-27,11,6,Preston Club B,Castle Snooker Club G,2,3
2012-03-05,11,6,Castle Snooker Club G,Champion House D,4,1
2012-03-12,11,6,Champion House D,Shoreham Royal British Legion A,4,1
2012-03-19,11,6,Portslade Sports Centre B,Champion House D,3,2
2012-03-26,11,6,Castle Snooker Club G,Castle Snooker Club J,3,2
2012-03-26,11,6,Champion House D,Preston Club B,3,2
2012-04-02,11,6,Castle Snooker Club J,Champion House D,2,3
2012-04-02,11,6,Preston Club B,Brighton Trades Labour Club B,5,0
2012-04-02,11,6,Shoreham Royal British Legion A,Castle Snooker Club G,0,5
2012-04-16,11,6,Brighton Trades Labour Club B,Champion House D,1,4
2012-09-10,12,1,National Association of Railway Clubs A,Castle Snooker Club B,3,2
2012-09-10,12,1,Shoreham Snooker Club,St. Matthias B,5,0
2012-09-10,12,1,St. Matthias A,St. Matthias C,4,1
2012-09-17,12,1,Castle Snooker Club B,St. Matthias A,0,5
2012-09-17,12,1,St. Matthias B,National Association of Railway Clubs A,3,2
2012-09-24,12,1,Castle Snooker Club B,St. Matthias B,4,1
2012-09-24,12,1,Shoreham Snooker Club,St. Matthias C,3,2
2012-09-24,12,1,St. Matthias A,Castle Snooker Club A,2,3
2012-10-01,12,1,St. Matthias B,St. Matthias A,4,1
2012-10-01,12,1,St. Matthias C,National Association of Railway Clubs A,4,1
2012-10-08,12,1,National Association of Railway Clubs A,Castle Snooker Club A,2,3
2012-10-08,12,1,St. Matthias A,Shoreham Snooker Club,1,4
2012-10-15,12,1,Castle Snooker Club A,Castle Snooker Club B,3,2
2012-10-15,12,1,Shoreham Snooker Club,National Association of Railway Clubs A,3,2
2012-10-15,12,1,St. Matthias C,St. Matthias B,5,0
2012-10-22,12,1,St. Matthias A,National Association of Railway Clubs A,2,3
2012-10-22,12,1,St. Matthias B,Castle Snooker Club A,2,3
2012-10-29,12,1,Castle Snooker Club B,National Association of Railway Clubs A,0,5
2012-10-29,12,1,St. Matthias B,Shoreham Snooker Club,4,1
2012-10-29,12,1,St. Matthias C,St. Matthias A,3,2
2012-11-05,12,1,Castle Snooker Club A,St. Matthias C,2,3
2012-11-05,12,1,National Association of Railway Clubs A,St. Matthias B,3,2
2012-11-05,12,1,St. Matthias A,Castle Snooker Club B,2,3
2012-11-12,12,1,Castle Snooker Club A,St. Matthias A,4,1
2012-11-12,12,1,St. Matthias B,Castle Snooker Club B,2,3
2012-11-12,12,1,St. Matthias C,Shoreham Snooker Club,3,2
2012-11-19,12,1,National Association of Railway Clubs A,St. Matthias C,0,5
2012-11-19,12,1,St. Matthias A,St. Matthias B,3,2
2012-11-26,12,1,Castle Snooker Club A,National Association of Railway Clubs A,3,2
2012-11-26,12,1,Shoreham Snooker Club,St. Matthias A,3,2
2012-11-26,12,1,St. Matthias C,Castle Snooker Club B,4,1
2012-12-10,12,1,Castle Snooker Club B,Castle Snooker Club A,2,3
2012-12-10,12,1,St. Matthias B,St. Matthias C,2,3
2012-12-17,12,1,Castle Snooker Club A,St. Matthias B,1,4
2012-12-17,12,1,National Association of Railway Clubs A,St. Matthias A,3,2
2012-12-17,12,1,Shoreham Snooker Club,Castle Snooker Club B,3,2
2013-01-07,12,1,National Association of Railway Clubs A,Castle Snooker Club B,3,2
2013-01-07,12,1,Shoreham Snooker Club,St. Matthias B,3,2
2013-01-07,12,1,St. Matthias A,St. Matthias C,2,3
2013-01-14,12,1,Castle Snooker Club B,St. Matthias A,2,3
2013-01-14,12,1,St. Matthias B,National Association of Railway Clubs A,2,3
2013-01-21,12,1,Castle Snooker Club B,St. Matthias B,3,2
2013-01-21,12,1,Shoreham Snooker Club,St. Matthias C,3,2
2013-01-21,12,1,St. Matthias A,Castle Snooker Club A,5,0
2013-01-28,12,1,Castle Snooker Club A,Shoreham Snooker Club,3,2
2013-01-28,12,1,St. Matthias B,St. Matthias A,3,2
2013-02-04,12,1,Castle Snooker Club B,St. Matthias C,3,2
2013-02-04,12,1,National Association of Railway Clubs A,Castle Snooker Club A,2,3
2013-02-04,12,1,St. Matthias A,Shoreham Snooker Club,1,4
2013-02-11,12,1,Castle Snooker Club A,Castle Snooker Club B,3,2
2013-02-11,12,1,St. Matthias C,St. Matthias B,4,1
2013-02-18,12,1,Castle Snooker Club B,Shoreham Snooker Club,1,4
2013-02-18,12,1,St. Matthias A,National Association of Railway Clubs A,4,1
2013-02-18,12,1,St. Matthias B,Castle Snooker Club A,3,2
2013-02-25,12,1,Castle Snooker Club B,National Association of Railway Clubs A,1,4
2013-02-25,12,1,St. Matthias B,Shoreham Snooker Club,2,3
2013-02-25,12,1,St. Matthias C,St. Matthias A,4,1
2013-03-04,12,1,Castle Snooker Club A,St. Matthias C,2,3
2013-03-04,12,1,National Association of Railway Clubs A,St. Matthias B,1,4
2013-03-04,12,1,St. Matthias A,Castle Snooker Club B,2,3
2013-03-11,12,1,Castle Snooker Club A,St. Matthias A,5,0
2013-03-11,12,1,St. Matthias B,Castle Snooker Club B,4,1
2013-03-11,12,1,St. Matthias C,Shoreham Snooker Club,3,2
2013-03-18,12,1,National Association of Railway Clubs A,St. Matthias C,3,2
2013-03-18,12,1,Shoreham Snooker Club,Castle Snooker Club A,2,3
2013-03-18,12,1,St. Matthias A,St. Matthias B,4,1
2013-03-25,12,1,Shoreham Snooker Club,St. Matthias A,3,2
2013-03-25,12,1,St. Matthias C,Castle Snooker Club B,4,1
2013-04-08,12,1,Castle Snooker Club B,Castle Snooker Club A,2,3
2013-04-08,12,1,National Association of Railway Clubs A,Shoreham Snooker Club,2,3
2013-04-08,12,1,St. Matthias B,St. Matthias C,1,4
2013-04-15,12,1,Castle Snooker Club A,St. Matthias B,0,5
2013-04-15,12,1,National Association of Railway Clubs A,St. Matthias A,3,2
2012-09-10,12,2,Annunciation Club A,Annunciation Club B,2,3
2012-09-10,12,2,Castle Snooker Club C,Champion House B,5,0
2012-09-10,12,2,Champion House A,Castle Snooker Club E,1,4
2012-09-17,12,2,Castle Snooker Club E,Annunciation Club A,3,2
2012-09-17,12,2,Preston Club A,Champion House A,3,2
2012-09-24,12,2,Annunciation Club A,Castle Snooker Club C,2,3
2012-09-24,12,2,Castle Snooker Club E,Preston Club A,4,1
2012-10-01,12,2,Champion House B,Castle Snooker Club E,3,2
2012-10-01,12,2,Preston Club A,Annunciation Club A,5,0
2012-10-08,12,2,Castle Snooker Club E,Annunciation Club B,4,1
2012-10-08,12,2,Champion House A,Castle Snooker Club C,1,4
2012-10-15,12,2,Castle Snooker Club C,Castle Snooker Club E,3,2
2012-10-15,12,2,Champion House B,Annunciation Club A,3,2
2012-10-22,12,2,Annunciation Club A,Champion House A,2,3
2012-10-29,12,2,Annunciation Club B,Annunciation Club A,2,3
2012-10-29,12,2,Castle Snooker Club E,Champion House A,1,4
2012-11-05,12,2,Annunciation Club A,Castle Snooker Club E,1,4
2012-11-05,12,2,Champion House A,Preston Club A,NA,NA
2012-11-12,12,2,Castle Snooker Club C,Annunciation Club A,4,1
2012-11-12,12,2,Champion House B,Champion House A,0,5
